2024-01-01 00:00:00 - INFO - order UserOrder({'status': open, 'style': MarketOrderStyle, 'order_id': 1000000018, 'price': 42314.0, 'pindex': 0, 'amount': 2.3632840194734603, 'action': 'open', 'security': 'BTC', 'side': 'long', 'filled': 2.362338705865671, 'add_time': datetime.datetime(2024, 1, 1, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 42314.0000, amount: 2.362338705865671, commission: 39.98
2024-01-15 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000029, 'price': 41734.9, 'pindex': 0, 'amount': 0.00023587169672081919, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.00023587169672081919, 'add_time': datetime.datetime(2024, 1, 15, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 41734.9000, amount: 0.00023587169672081919, commission: 0.00
2024-01-16 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000030, 'price': 42515.0, 'pindex': 0, 'amount': 0.0002358438538180655, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.0002358438538180655, 'add_time': datetime.datetime(2024, 1, 16, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 42515.0000, amount: 0.0002358438538180655, commission: 0.00
2024-01-17 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000031, 'price': 43133.0, 'pindex': 0, 'amount': 0.00023582063783510716, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.00023582063783510716, 'add_time': datetime.datetime(2024, 1, 17, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 43133.0000, amount: 0.00023582063783510716, commission: 0.00
2024-01-18 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000032, 'price': 42783.3, 'pindex': 0, 'amount': 0.00023579972007326682, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.00023579972007326682, 'add_time': datetime.datetime(2024, 1, 18, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 42783.3000, amount: 0.00023579972007326682, commission: 0.00
2024-01-20 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000033, 'price': 41662.1, 'pindex': 0, 'amount': 0.0002357779138016764, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.0002357779138016764, 'add_time': datetime.datetime(2024, 1, 20, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 41662.1000, amount: 0.0002357779138016764, commission: 0.00
2024-01-21 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000034, 'price': 41691.8, 'pindex': 0, 'amount': 0.00023575115609472384, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.00023575115609472384, 'add_time': datetime.datetime(2024, 1, 21, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 41691.8000, amount: 0.00023575115609472384, commission: 0.00
2024-01-22 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000035, 'price': 41579.9, 'pindex': 0, 'amount': 0.0002357284579421501, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.0002357284579421501, 'add_time': datetime.datetime(2024, 1, 22, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 41579.9000, amount: 0.0002357284579421501, commission: 0.00
2024-01-23 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000036, 'price': 39567.1, 'pindex': 0, 'amount': 0.00023570825672104658, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.00023570825672104658, 'add_time': datetime.datetime(2024, 1, 23, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 39567.1000, amount: 0.00023570825672104658, commission: 0.00
2024-01-24 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000037, 'price': 39889.9, 'pindex': 0, 'amount': 0.00023568030425380194, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.00023568030425380194, 'add_time': datetime.datetime(2024, 1, 24, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 39889.9000, amount: 0.00023568030425380194, commission: 0.00
2024-01-25 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000038, 'price': 40078.8, 'pindex': 0, 'amount': 0.00023565586534452735, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.00023565586534452735, 'add_time': datetime.datetime(2024, 1, 25, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 40078.8000, amount: 0.00023565586534452735, commission: 0.00
2024-01-26 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000039, 'price': 39953.3, 'pindex': 0, 'amount': 0.00023563361814941445, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.00023563361814941445, 'add_time': datetime.datetime(2024, 1, 26, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 39953.3000, amount: 0.00023563361814941445, commission: 0.00
2024-01-28 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000040, 'price': 42102.2, 'pindex': 0, 'amount': 0.00021125263676879128, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.00021125263676879128, 'add_time': datetime.datetime(2024, 1, 28, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 42102.2000, amount: 0.00021125263676879128, commission: 0.00
2024-01-29 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000041, 'price': 42021.2, 'pindex': 0, 'amount': 0.00023557903502280782, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.00023557903502280782, 'add_time': datetime.datetime(2024, 1, 29, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 42021.2000, amount: 0.00023557903502280782, commission: 0.00
2024-01-30 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000042, 'price': 43287.6, 'pindex': 0, 'amount': 0.00023556283197086577, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.00023556283197086577, 'add_time': datetime.datetime(2024, 1, 30, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 43287.6000, amount: 0.00023556283197086577, commission: 0.00
2024-01-31 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000043, 'price': 42918.3, 'pindex': 0, 'amount': 0.00023554229281130145, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.00023554229281130145, 'add_time': datetime.datetime(2024, 1, 31, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 42918.3000, amount: 0.00023554229281130145, commission: 0.00
2024-02-01 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000044, 'price': 42560.5, 'pindex': 0, 'amount': 5.0805274539624255e-05, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 5.0805274539624255e-05, 'add_time': datetime.datetime(2024, 2, 1, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 42560.5000, amount: 5.0805274539624255e-05, commission: 0.00
2024-02-02 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000045, 'price': 43072.6, 'pindex': 0, 'amount': 0.00023543870263648803, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.00023543870263648803, 'add_time': datetime.datetime(2024, 2, 2, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 43072.6000, amount: 0.00023543870263648803, commission: 0.00
2024-02-03 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000046, 'price': 43182.0, 'pindex': 0, 'amount': 0.00023548901516132946, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.00023548901516132946, 'add_time': datetime.datetime(2024, 2, 3, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 43182.0000, amount: 0.00023548901516132946, commission: 0.00
2024-02-04 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000047, 'price': 42992.4, 'pindex': 0, 'amount': 0.00017961247646633763, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.00017961247646633763, 'add_time': datetime.datetime(2024, 2, 4, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 42992.4000, amount: 0.00017961247646633763, commission: 0.00
2024-02-05 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000048, 'price': 42570.3, 'pindex': 0, 'amount': 0.00019558076639788712, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.00019558076639788712, 'add_time': datetime.datetime(2024, 2, 5, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 42570.3000, amount: 0.00019558076639788712, commission: 0.00
2024-02-06 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000049, 'price': 42692.9, 'pindex': 0, 'amount': 0.00023541201769364912, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.00023541201769364912, 'add_time': datetime.datetime(2024, 2, 6, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 42692.9000, amount: 0.00023541201769364912, commission: 0.00
2024-02-07 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000050, 'price': 43079.1, 'pindex': 0, 'amount': 0.00023540378947163517, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.00023540378947163517, 'add_time': datetime.datetime(2024, 2, 7, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 43079.1000, amount: 0.00023540378947163517, commission: 0.00
2024-02-08 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000051, 'price': 44326.3, 'pindex': 0, 'amount': 0.00017719158362914308, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.00017719158362914308, 'add_time': datetime.datetime(2024, 2, 8, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 44326.3000, amount: 0.00017719158362914308, commission: 0.00
2024-02-09 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000052, 'price': 45269.2, 'pindex': 0, 'amount': 0.00023533808995752193, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.00023533808995752193, 'add_time': datetime.datetime(2024, 2, 9, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 45269.2000, amount: 0.00023533808995752193, commission: 0.00
2024-02-10 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000053, 'price': 47116.1, 'pindex': 0, 'amount': 7.442807869369917e-05, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 7.442807869369917e-05, 'add_time': datetime.datetime(2024, 2, 10, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 47116.1000, amount: 7.442807869369917e-05, commission: 0.00
2024-02-12 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000054, 'price': 48303.4, 'pindex': 0, 'amount': 0.00023526727214192225, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.00023526727214192225, 'add_time': datetime.datetime(2024, 2, 12, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 48303.4000, amount: 0.00023526727214192225, commission: 0.00
2024-02-13 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000055, 'price': 49943.6, 'pindex': 0, 'amount': 0.00023530572230100413, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.00023530572230100413, 'add_time': datetime.datetime(2024, 2, 13, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 49943.6000, amount: 0.00023530572230100413, commission: 0.00
2024-02-14 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000056, 'price': 49696.4, 'pindex': 0, 'amount': 0.0002352857658616268, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.0002352857658616268, 'add_time': datetime.datetime(2024, 2, 14, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 49696.4000, amount: 0.0002352857658616268, commission: 0.00
2024-02-15 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000057, 'price': 51823.1, 'pindex': 0, 'amount': 0.00023525835267497523, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.00023525835267497523, 'add_time': datetime.datetime(2024, 2, 15, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 51823.1000, amount: 0.00023525835267497523, commission: 0.00
2024-02-16 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000058, 'price': 51898.4, 'pindex': 0, 'amount': 0.00023523854086831506, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.00023523854086831506, 'add_time': datetime.datetime(2024, 2, 16, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 51898.4000, amount: 0.00023523854086831506, commission: 0.00
2024-02-17 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000059, 'price': 52148.7, 'pindex': 0, 'amount': 0.0002352137900408259, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.0002352137900408259, 'add_time': datetime.datetime(2024, 2, 17, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 52148.7000, amount: 0.0002352137900408259, commission: 0.00
2024-02-18 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000060, 'price': 51679.5, 'pindex': 0, 'amount': 0.00023519156055244283, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.00023519156055244283, 'add_time': datetime.datetime(2024, 2, 18, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 51679.5000, amount: 0.00023519156055244283, commission: 0.00
2024-02-19 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000061, 'price': 52175.9, 'pindex': 0, 'amount': 0.0004053599931402222, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.0004053599931402222, 'add_time': datetime.datetime(2024, 2, 19, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 52175.9000, amount: 0.0004053599931402222, commission: 0.01
2024-02-20 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000062, 'price': 51813.7, 'pindex': 0, 'amount': 0.000542244482349992, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.000542244482349992, 'add_time': datetime.datetime(2024, 2, 20, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 51813.7000, amount: 0.000542244482349992, commission: 0.01
2024-02-21 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000063, 'price': 52297.3, 'pindex': 0, 'amount': 0.00024602668078015625, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.00024602668078015625, 'add_time': datetime.datetime(2024, 2, 21, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 52297.3000, amount: 0.00024602668078015625, commission: 0.01
2024-02-22 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000064, 'price': 51877.9, 'pindex': 0, 'amount': 0.00023505294683434698, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.00023505294683434698, 'add_time': datetime.datetime(2024, 2, 22, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 51877.9000, amount: 0.00023505294683434698, commission: 0.00
2024-02-24 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000065, 'price': 50771.9, 'pindex': 0, 'amount': 0.00023502675748635613, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.00023502675748635613, 'add_time': datetime.datetime(2024, 2, 24, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 50771.9000, amount: 0.00023502675748635613, commission: 0.00
2024-02-25 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000066, 'price': 51602.1, 'pindex': 0, 'amount': 0.00023499968371472552, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.00023499968371472552, 'add_time': datetime.datetime(2024, 2, 25, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 51602.1000, amount: 0.00023499968371472552, commission: 0.00
2024-02-27 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000067, 'price': 54511.7, 'pindex': 0, 'amount': 0.0006286600603255393, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.0006286600603255393, 'add_time': datetime.datetime(2024, 2, 27, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 54511.7000, amount: 0.0006286600603255393, commission: 0.01
2024-02-28 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000068, 'price': 57074.5, 'pindex': 0, 'amount': 0.0007578191005675277, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.0007578191005675277, 'add_time': datetime.datetime(2024, 2, 28, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 57074.5000, amount: 0.0007578191005675277, commission: 0.02
2024-02-29 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000069, 'price': 62487.9, 'pindex': 0, 'amount': 0.0006277268783859096, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.0006277268783859096, 'add_time': datetime.datetime(2024, 2, 29, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 62487.9000, amount: 0.0006277268783859096, commission: 0.02
2024-03-01 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000070, 'price': 61203.3, 'pindex': 0, 'amount': 0.001621699597538911, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.001621699597538911, 'add_time': datetime.datetime(2024, 3, 1, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 61203.3000, amount: 0.001621699597538911, commission: 0.04
2024-03-02 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000071, 'price': 62430.6, 'pindex': 0, 'amount': 0.0012511439780823347, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.0012511439780823347, 'add_time': datetime.datetime(2024, 3, 2, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 62430.6000, amount: 0.0012511439780823347, commission: 0.03
2024-03-03 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000072, 'price': 62039.9, 'pindex': 0, 'amount': 0.0007839922713140864, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.0007839922713140864, 'add_time': datetime.datetime(2024, 3, 3, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 62039.9000, amount: 0.0007839922713140864, commission: 0.02
2024-03-04 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000073, 'price': 63178.5, 'pindex': 0, 'amount': 0.0010844204721897491, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.0010844204721897491, 'add_time': datetime.datetime(2024, 3, 4, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 63178.5000, amount: 0.0010844204721897491, commission: 0.03
2024-03-05 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000074, 'price': 68296.5, 'pindex': 0, 'amount': 0.001290207017874829, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.001290207017874829, 'add_time': datetime.datetime(2024, 3, 5, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 68296.5000, amount: 0.001290207017874829, commission: 0.04
2024-03-06 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000075, 'price': 63747.5, 'pindex': 0, 'amount': 0.0011466024771500823, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.0011466024771500823, 'add_time': datetime.datetime(2024, 3, 6, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 63747.5000, amount: 0.0011466024771500823, commission: 0.03
2024-03-07 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000076, 'price': 66128.0, 'pindex': 0, 'amount': 0.0008492664691586058, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.0008492664691586058, 'add_time': datetime.datetime(2024, 3, 7, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 66128.0000, amount: 0.0008492664691586058, commission: 0.02
2024-03-08 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000077, 'price': 66870.0, 'pindex': 0, 'amount': 0.0007092481856911067, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.0007092481856911067, 'add_time': datetime.datetime(2024, 3, 8, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 66870.0000, amount: 0.0007092481856911067, commission: 0.02
2024-03-09 00:00:00 - INFO - order UserOrder({'status': filled, 'style': MarketOrderStyle, 'order_id': 1000000078, 'price': 68180.2, 'pindex': 0, 'amount': 0.0008143764358099458, 'action': 'close', 'security': 'BTC', 'side': 'long', 'filled': 0.0008143764358099458, 'add_time': datetime.datetime(2024, 3, 9, 0, 0, tzinfo=zoneinfo.ZoneInfo(key='UTC'))}) trade price: 68180.2000, amount: 0.0008143764358099458, commission: 0.02
